INSTITUTION NAME,AGE,INITIAL HIRE DATE,JOB CATEGORY,EMPLOYEE ANNUAL BASE SALARY,EMPLOYEE HOME DEPARTMENT,PRIMARY WORKING TITLE
UNCG,37,19-Aug-08,Assistant Professor,62000,Specialized Education Services,Visiting Assistant Professor
UNCG,32,1-Jun-18,Assistant Professor,70000,Political Science,Assistant Professor
UNCG,39,1-Aug-10,Associate Professor,111282,Economics,Associate Professor
UNCG,72,1-Jan-87,Professor,108400,Kinesiology,Professor
UNCG,38,1-Jun-18,Assistant Professor,70000,African Amer/African Diaspora,Assistant Professor
UNCG,43,1-Jun-09,Associate Professor,71281,Communication Studies,Associate Professor
UNCG,54,1-Aug-00,Professor,109086,Kinesiology,Professor
UNCG,71,1-Aug-87,Professor,99939,Kinesiology,Professor
UNCG,52,1-Aug-09,Associate Professor,76710,Teacher Educ and Higher Educ,Associate Professor
UNCG,76,1-Sep-71,Professor,119069,Psychology,Professor
UNCG,47,30-Jun-08,Professor,98455,African Amer/African Diaspora,Professor
UNCG,42,1-Aug-17,Assistant Professor,61200,Dean's Office - NU,Clinical Assistant Professor
UNCG,37,15-Aug-11,Assistant Professor,62000,Specialized Education Services,Clinical Assistant Professor
UNCG,55,1-Aug-07,Associate Professor,125089,MRK/ENT/HTM,Associate Professor
UNCG,39,18-Aug-14,Assistant Professor,70000,Public Health Education,Visiting Assistant Professor
UNCG,57,1-Aug-97,Associate Professor,70749,Languages Lit and Cultures,Associate Professor
UNCG,49,1-May-18,Assistant Professor,65000,Library & Information Science,Clinical Assistant Professor
UNCG,62,1-Aug-93,Professor,81072,School of Theatre,Professor
UNCG,56,18-Aug-09,Associate Professor,63567,University Libraries,Associate Professor
UNCG,63,1-Aug-94,Professor,100642,Chemistry & Biochemistry,Professor
UNCG,49,1-Aug-99,Professor,96700,School of Music,Professor
UNCG,58,17-Jul-17,Professor,100000,University Libraries,Professor
UNCG,48,1-Aug-01,Professor,105053,Nutrition,Professor
UNCG,39,1-Jun-18,Assistant Professor,63000,Peace and Conflict Studies,Assistant Professor
UNCG,37,7-Oct-13,Assistant Professor,48720,Comm Sciences and Disorders,Acad Prof Assistant Professor
UNCG,57,1-Jun-98,Associate Professor,149383,Accounting and Finance,Associate Professor
UNCG,35,16-Mar-15,Assistant Professor,61987,University Libraries,Assistant Professor
UNCG,43,1-Jul-16,Assistant Professor,73000,Community and Therapeutic Rec,Assistant Professor
UNCG,45,1-Jan-16,Assistant Professor,35095,Comm Sciences and Disorders,Acad Prof Assistant Professor
UNCG,66,31-Jul-06,Professor,93301,School of Music,Professor
UNCG,46,1-Jun-07,Professor,105344,Religious Studies,Professor
UNCG,53,1-Aug-10,Associate Professor,79813,Nutrition,Acad Prof Associate Profesor
UNCG,43,1-Jan-06,Professor,85882,Teacher Educ and Higher Educ,Professor
UNCG,43,1-Jul-18,Assistant Professor,60000,School of Music,Assistant Professor
UNCG,57,1-Jul-19,Associate Professor,80000,School of Dance,Associate Professor
UNCG,55,1-Jul-00,Professor,101967,Human Devlp and Family Studies,Professor
UNCG,37,1-Jun-18,Assistant Professor,75000,Chemistry & Biochemistry,Assistant Professor
UNCG,38,1-Jul-16,Assistant Professor,75400,Kinesiology,Assistant Professor
UNCG,38,1-Jul-16,Assistant Professor,67859,Specialized Education Services,Assistant Professor
UNCG,31,1-Nov-13,Assistant Professor,52269,University Libraries,Assistant Professor
UNCG,60,1-Aug-96,Associate Professor,88212,Biology,Associate Head/Associate Prof
UNCG,43,1-Feb-20,Assistant Professor,88000,Nursing,Clinical Assistant Professor
UNCG,44,1-Jul-16,Assistant Professor,69757,Teacher Educ and Higher Educ,Assistant Professor
UNCG,66,30-Sep-11,Professor,160438,Dean's Office - NN,Professor
UNCG,65,1-Aug-96,Associate Professor,80634,Library & Information Science,Associate Professor
UNCG,67,15-Sep-86,Associate Professor,63894,University Libraries,Associate Professor
UNCG,54,1-Aug-95,Professor,93345,Human Devlp and Family Studies,Professor
UNCG,47,23-May-11,Associate Professor,84939,Ed Ldrship and Cultural Found,Associate Professor
UNCG,39,1-Jul-16,Associate Professor,82092,Community and Therapeutic Rec,Associate Professor
UNCG,47,1-Jan-09,Associate Professor,76001,Interior Architecture,Associate Professor
UNCG,44,1-Aug-18,Assistant Professor,89778,Nursing,Clinical Assistant Professor
UNCG,64,1-Aug-92,Associate Professor,72374,Comm Sciences and Disorders,Associate Professor
UNCG,40,1-Jun-19,Assistant Professor,65000,Kinesiology,Acad Prof Assistant Professor
UNCG,50,1-Aug-98,Professor (Primary) and Department Chair/Head,154655,Consumer Apparel-Retail Stds,Professor
UNCG,62,1-Aug-91,Professor,106217,English,Distinguished/Titled Professor
UNCG,67,1-Aug-16,Professor,153510,Adult Health Nursing,Professor
UNCG,52,1-Jul-14,Associate Professor,69486,School of Dance,Associate Professor
UNCG,53,1-Aug-00,Associate Professor,74672,Political Science,Associate Professor
UNCG,49,28-Jan-02,Associate Professor,72635,School of Art,Associate Professor
UNCG,54,1-Jul-03,Professor,127900,Economics,Professor
UNCG,61,1-Aug-92,Professor,83594,School of Music,Professor
UNCG,61,1-Jul-98,Associate Professor,72527,University Libraries,Associate Professor
UNCG,52,1-Aug-17,Assistant Professor,62000,Specialized Education Services,Visiting Assistant Professor
UNCG,54,1-Jun-02,Associate Professor,76674,Languages Lit and Cultures,Associate Professor
UNCG,39,1-Aug-19,Assistant Professor,130000,Management,Assistant Professor
UNCG,37,1-Jun-18,Assistant Professor,65000,Sociology,Assistant Professor
UNCG,58,25-Jul-18,Assistant Professor,78000,Nursing,Clinical Assistant Professor
UNCG,42,3-Oct-05,Associate Professor,69226,University Libraries,Associate Professor
UNCG,44,19-May-10,Associate Professor,69423,Teacher Educ and Higher Educ,Clinical Associate Professor
UNCG,43,1-Jun-08,Professor,176000,Accounting and Finance,Professor
UNCG,69,1-Aug-00,Professor,101870,Ed Ldrship and Cultural Found,Professor
UNCG,31,1-Aug-18,Assistant Professor,65000,School of Music,Assistant Professor
UNCG,37,1-Jun-14,Associate Professor,69807,Sociology,Associate Professor
UNCG,37,1-Aug-19,Assistant Professor,67000,Teacher Educ and Higher Educ,Assistant Professor
UNCG,33,1-Aug-15,Assistant Professor,98459,Economics,Assistant Professor
UNCG,34,1-Jun-19,Assistant Professor,74500,Mathematics and Statistics,Assistant Professor
UNCG,47,15-May-03,Associate Professor,71501,Sociology,Associate Professor
UNCG,60,1-Jun-99,Professor,112459,Human Devlp and Family Studies,Professor
UNCG,43,1-Jul-13,Associate Professor,143043,MRK/ENT/HTM,Associate Professor
UNCG,53,1-Jul-13,Professor,102005,Ed Ldrship and Cultural Found,Professor
UNCG,44,1-Aug-18,Assistant Professor,158000,Accounting and Finance,Assistant Professor
UNCG,52,1-Aug-17,Assistant Professor,77951,Dean's Office - NN,Assistant Professor
UNCG,55,1-Jul-17,Professor,131410,Teacher Educ and Higher Educ,Distinguished/Titled Professor
UNCG,60,1-Jun-99,Professor,152270,Accounting and Finance,Professor
UNCG,62,1-Aug-00,Associate Professor,73276,History,Associate Professor
UNCG,57,1-Jul-12,Professor,140749,Teacher Educ and Higher Educ,Distinguished/Titled Professor
UNCG,41,25-Jul-08,Associate Professor,96046,Peace and Conflict Studies,Associate Professor
UNCG,29,1-Jul-19,Assistant Professor,57000,School of Music,Assistant Professor
UNCG,50,1-Jun-03,Associate Professor,73172,History,Associate Professor
UNCG,34,1-Jan-18,Assistant Professor,76000,Psychology,Assistant Professor
UNCG,47,1-Jun-11,Associate Professor,83846,Biology,Associate Professor
UNCG,49,1-Jul-97,Associate Professor,68824,Teacher Educ and Higher Educ,Clinical Associate Professor
UNCG,45,1-Aug-04,Associate Professor,73545,Political Science,Associate Professor
UNCG,71,1-Nov-82,Professor,74007,Psychology,Professor
UNCG,72,1-Aug-07,Associate Professor,142635,Accounting and Finance,Associate Professor
UNCG,36,1-Jul-16,Assistant Professor,73138,Counseling and Edu Development,Assistant Professor
UNCG,41,1-Jun-09,Associate Professor,79979,English,Associate Professor
UNCG,59,1-Aug-99,Associate Professor,74754,Philosophy,Associate Professor
UNCG,56,1-Aug-00,Associate Professor,72775,History,Associate Professor
UNCG,51,10-Sep-19,Assistant Professor,69500,University Libraries,Assistant Professor
UNCG,35,1-Aug-18,Assistant Professor,77000,Dean's Office - NN,Assistant Professor
UNCG,40,1-Jul-09,Professor,90517,Teacher Educ and Higher Educ,Professor
UNCG,62,1-Aug-01,Professor,86901,Communication Studies,Professor
UNCG,47,15-Aug-16,Assistant Professor,79000,Nursing,Visiting Assistant Professor
UNCG,29,1-Aug-18,Assistant Professor,74000,Nursing,Clinical Assistant Professor
UNCG,70,1-Aug-05,Professor,112343,Comm Sciences and Disorders,Professor
UNCG,53,1-Jun-00,Professor,147852,Psychology,Distinguished/Titled Professor
UNCG,34,1-Aug-19,Assistant Professor,133000,MRK/ENT/HTM,Assistant Professor
UNCG,45,2-Jan-06,Associate Professor,69044,Social Work,AP Assoc Prof/Co-Director
UNCG,33,1-Jan-19,Assistant Professor,62500,Philosophy,Assistant Professor
UNCG,38,1-Jun-18,Assistant Professor,64000,Sociology,Assistant Professor
UNCG,74,1-Aug-78,Associate Professor,39409,Kinesiology,Associate Professor
UNCG,52,1-Dec-19,Professor,129000,Consumer Apparel-Retail Stds,Distinguished/Titled Professor
UNCG,69,1-Aug-93,Associate Professor,87388,Biology,Associate Professor
UNCG,66,1-Aug-83,Professor,143401,Psychology,Professor
UNCG,67,1-Aug-02,Professor,78449,School of Music,Professor
UNCG,37,18-Aug-14,Assistant Professor,38500,School of Music,Acad Prof Assistant Professor
UNCG,59,1-Aug-97,Professor,86098,English,Professor
UNCG,58,1-Aug-94,Professor,93206,Communication Studies,Professor
UNCG,63,1-Jan-90,Professor,113508,Family and Community Nursing,Professor
UNCG,55,1-Dec-10,Associate Professor,111073,Dean's Office - NN,Associate Professor
UNCG,67,1-Jan-97,Professor,118260,English,Distinguished/Titled Professor
UNCG,29,1-Jul-20,Assistant Professor,60000,School of Music,Assistant Professor
UNCG,43,1-Aug-17,Assistant Professor,66691,Ed Research Methodology,Assistant Professor
UNCG,42,1-Aug-18,Assistant Professor,95000,Computer Science,Assistant Professor
UNCG,54,1-Aug-04,Associate Professor,69697,Communication Studies,Associate Professor
UNCG,64,1-Jul-15,Assistant Professor,77621,Community and Therapeutic Rec,Assistant Professor
UNCG,68,1-Aug-86,Professor,90879,Biology,Professor
UNCG,72,1-Aug-01,Associate Professor,43542,Political Science,Associate Professor
UNCG,27,2-Jan-19,Assistant Professor,52000,University Libraries,Assistant Professor
UNCG,31,1-Aug-19,Assistant Professor,60000,School of Music,Assistant Professor
UNCG,59,1-Jun-05,Professor,125510,Geography/Environment/Sustain,Professor
UNCG,50,1-Aug-03,Professor,85000,Kinesiology,Acad Prof Professor/Director
UNCG,34,1-Jul-20,Assistant Professor,70000,Teacher Educ and Higher Educ,Visiting Assistant Professor
UNCG,53,2-Jan-08,Associate Professor,59575,University Libraries,Associate Professor
UNCG,37,1-Jun-17,Assistant Professor,76460,Biology,Assistant Professor
UNCG,72,1-Aug-85,Professor,96437,School of Music,Professor
UNCG,42,1-Aug-19,Assistant Professor,104000,Computer Science,Assistant Professor
UNCG,53,1-Aug-04,Assistant Professor,82000,Nursing,Clinical Assistant Professor
UNCG,35,1-Jun-20,Assistant Professor,170000,Nursing,Clinical Assistant Professor
UNCG,71,1-Aug-93,Professor,94522,History,Professor
UNCG,41,14-May-07,Assistant Professor,54000,University Libraries,Assistant Professor
UNCG,73,1-Aug-01,Professor,102090,Sociology,Professor
UNCG,57,1-Aug-91,Professor,126862,Religious Studies,Distinguished/Titled Professor
UNCG,52,1-Aug-03,Professor,153474,Management,Professor
UNCG,37,1-Aug-19,Assistant Professor,66000,Sociology,Assistant Professor
UNCG,38,1-Jun-10,Associate Professor,68620,Sociology,Associate Professor
UNCG,45,1-Jun-18,Assistant Professor,65000,Interior Architecture,Assistant Professor
UNCG,39,1-Aug-18,Assistant Professor,72000,MRK/ENT/HTM,Assistant Professor
UNCG,38,23-May-11,Associate Professor,73753,HHS Office of Research,Acad Prof Associate Professor
UNCG,53,1-Aug-00,Professor,104278,Dean's Office - NN,Professor
UNCG,36,12-Aug-13,Assistant Professor,77325,Nursing,Clinical Assistant Professor
UNCG,55,1-Jan-04,Professor,87769,Human Devlp and Family Studies,Professor
UNCG,72,1-Aug-98,Associate Professor,86559,Ed Ldrship and Cultural Found,Associate Professor
UNCG,66,1-Aug-02,Professor,105340,Dean's Office - VP,Professor
UNCG,32,1-Aug-19,Assistant Professor,65000,Philosophy,Assistant Professor
UNCG,44,23-May-11,Associate Professor,69387,University Libraries,Associate Professor
UNCG,69,1-Aug-78,Associate Professor,47719.5,Economics,Associate Professor
UNCG,35,1-Aug-14,Assistant Professor,67000,Classical Studies,Assistant Professor
UNCG,63,1-Aug-89,Professor,79366,School of Music,Professor
UNCG,42,1-Jun-07,Associate Professor,66828,Communication Studies,Associate Professor
UNCG,57,1-Jun-07,Professor,89790,Political Science,Professor
UNCG,33,1-Aug-17,Assistant Professor,160264,Accounting and Finance,Assistant Professor
UNCG,48,26-Jan-04,Associate Professor,42912,University Libraries,Associate Professor
UNCG,39,1-Jun-20,Assistant Professor,74000,Social Work,Assistant Professor
UNCG,36,1-Jul-16,Assistant Professor,68905,Library & Information Science,Assistant Professor
UNCG,64,1-Jan-89,Professor,101507,Biology,Professor
UNCG,58,1-Aug-00,Professor,125319.33,Nursing,Professor
UNCG,37,1-Jun-18,Assistant Professor,65000,Sociology,Assistant Professor
UNCG,64,1-Jun-05,Associate Professor,98186,Psychology,Associate Professor
UNCG,35,1-Aug-14,Assistant Professor,55000,Mathematics and Statistics,Visiting Assistant Professor
UNCG,35,1-Jun-13,Associate Professor,76723,Mathematics and Statistics,Associate Professor
UNCG,38,1-Jul-18,Assistant Professor,69000,Ed Ldrship and Cultural Found,Assistant Professor
UNCG,64,1-Aug-84,Associate Professor,98475,Economics,Associate Professor
UNCG,36,16-Mar-15,Assistant Professor,55000,Biology,Visiting Assistant Professor
UNCG,36,1-Aug-18,Assistant Professor,75000,Geography/Environment/Sustain,Assistant Professor
UNCG,44,1-Aug-18,Assistant Professor,175000,Accounting and Finance,Assistant Professor
UNCG,30,1-Aug-20,Assistant Professor,130000,Info Sys and Supply Chn Mngmt,Assistant Professor
UNCG,52,1-Aug-08,Associate Professor,71053,School of Art,Associate Professor
UNCG,71,1-Aug-82,Professor,188540,Economics,Professor
UNCG,34,1-Jul-15,Assistant Professor,130615,Management,Assistant Professor
UNCG,65,1-Aug-01,Associate Professor,72849,Geography/Environment/Sustain,Associate Professor
UNCG,36,1-Jun-20,Assistant Professor,67000,Religious Studies,Assistant Professor
UNCG,46,1-Jul-07,Associate Professor,69215,School of Music,Associate Professor
UNCG,45,1-Aug-08,Associate Professor,66065,Languages Lit and Cultures,Associate Professor
UNCG,68,1-Aug-95,Associate Professor,41770.5,Public Health Education,Associate Professor
UNCG,44,1-Jul-10,Associate Professor,63930,Languages Lit and Cultures,Associate Professor
UNCG,67,1-Dec-98,Professor,124427,Ed Research Methodology,Professor
UNCG,56,1-Aug-10,Associate Professor,156875,Accounting and Finance,Associate Professor
UNCG,64,1-Jul-07,Professor (Primary) and Department Chair/Head,127000,Comm Sciences and Disorders,Professor
UNCG,64,1-Jun-20,Professor,91000,Nursing,Clinical Professor/Director
UNCG,46,1-Jul-06,Professor,84909,School of Music,Professor
UNCG,51,1-Aug-19,Assistant Professor,52000,Sociology,Visiting Assistant Professor
UNCG,32,1-Jun-17,Assistant Professor,73150,Kinesiology,Assistant Professor
UNCG,42,1-Aug-16,Assistant Professor,129155,Management,Assistant Professor
UNCG,36,1-Aug-16,Assistant Professor,115000,Informatics and Analytics,Assistant Professor
UNCG,56,1-Aug-08,Associate Professor,69551,Teacher Educ and Higher Educ,Clinical Associate Professor
UNCG,58,1-Jul-18,Associate Professor,82000,Ed Ldrship and Cultural Found,Associate Professor
UNCG,65,1-Aug-01,Professor,51355,Interior Architecture,Professor
UNCG,30,1-Jun-20,Assistant Professor,76000,Public Health Education,Assistant Professor
UNCG,77,1-Aug-76,Professor,50900,Kinesiology,Professor
UNCG,41,1-Aug-20,Assistant Professor,65000,Counseling and Edu Development,Clinical Assistant Professor
UNCG,50,1-Oct-18,Assistant Professor,67000,Partnership School,Acad Prof Assistant Professor
UNCG,68,17-May-04,Professor,112219,Comm Sciences and Disorders,Professor
UNCG,51,1-Aug-98,Professor,73230,Public Health Education,Acad Professional Professor
UNCG,41,1-Aug-07,Professor,104687,Nursing,Clinical Professor
UNCG,47,18-May-98,Professor,84077,Comm Sciences and Disorders,Acad Prof Professor
UNCG,45,1-Jun-07,Associate Professor,66225,Languages Lit and Cultures,Associate Professor
UNCG,53,1-Jun-20,Assistant Professor,85000,Nursing,Assistant Professor
UNCG,34,1-Jun-17,Assistant Professor,71200,Nutrition,Assistant Professor
UNCG,65,1-Aug-99,Professor,96443,School of Music,Professor
UNCG,38,27-Mar-18,Assistant Professor,75000,Biology,Assistant Professor
UNCG,69,1-Aug-91,Professor,88212,School of Theatre,Professor
UNCG,42,1-Jun-08,Associate Professor,70651,School of Art,Associate Professor
UNCG,46,1-Aug-16,Assistant Professor,127193,Info Sys and Supply Chn Mngmt,Assistant Professor
UNCG,47,1-Aug-11,Associate Professor,141213,MRK/ENT/HTM,Associate Professor
UNCG,58,1-Jun-19,Associate Professor,100000,Comm Sciences and Disorders,Associate Professor
UNCG,53,1-Nov-01,Associate Professor,72596,Community and Therapeutic Rec,Acad Prof Associate Professor
UNCG,71,1-Aug-86,Professor,116297,Teacher Educ and Higher Educ,Professor
UNCG,36,31-Jul-19,Assistant Professor,85000,Genetic Counseling,Acad Prof Assistant Professor
UNCG,40,1-Jul-09,Assistant Professor,73965,Public Health Education,Assistant Professor
UNCG,35,1-Jun-18,Assistant Professor,66000,History,Assistant Professor
UNCG,59,1-Jun-05,Professor,80680,Physics and Astronomy,Professor
UNCG,37,1-Aug-16,Assistant Professor,94992,Computer Science,Assistant Professor
UNCG,34,1-Jun-20,Assistant Professor,75500,Kinesiology,Assistant Professor
UNCG,47,14-Sep-96,Associate Professor,79000,Library & Information Science,Associate Professor
UNCG,60,1-Aug-98,Professor,106940,English,Distinguished/Titled Professor
UNCG,42,1-Dec-14,Associate Professor,87531,Counseling and Edu Development,Associate Professor
UNCG,65,1-Jun-05,Associate Professor,77376,School of Theatre,Associate Professor
UNCG,65,1-Jan-01,Associate Professor (Primary) and Department Chair/Head,126124,Nutrition,Associate Professor
UNCG,56,1-Aug-01,Professor,96000,Public Health Education,Professor
UNCG,58,24-Aug-09,Assistant Professor,48000,Nutrition,Acad Prof Assistant Professor
UNCG,73,1-Jul-04,Professor,115356,Anthropology,Professor
UNCG,49,31-Jul-08,Associate Professor,81560,Classical Studies,Associate Professor
UNCG,35,1-Jul-17,Assistant Professor,56000,University Libraries,Assistant Professor
UNCG,44,1-Jan-10,Assistant Professor,75000,Comm Sciences and Disorders,Acad Prof Assistant Professor
UNCG,65,1-Aug-96,Associate Professor,86426,English,Associate Professor
UNCG,62,1-Aug-17,Professor,261764,MRK/ENT/HTM,Distinguished/Titled Professor
UNCG,31,1-Aug-19,Assistant Professor,76000,Psychology,Assistant Professor
UNCG,65,1-Aug-85,Associate Professor,38619,Communication Studies,Associate Professor
UNCG,64,7-Sep-05,Associate Professor,59239,University Libraries,Associate Professor
UNCG,62,1-Aug-97,Professor,141300,Info Sys and Supply Chn Mngmt,Professor
UNCG,55,1-Jan-06,Professor,102163,Public Health Education,Professor
UNCG,57,1-Aug-02,Associate Professor,72376,School of Music,Associate Professor
UNCG,43,1-Aug-18,Assistant Professor,140000,Info Sys and Supply Chn Mngmt,Assistant Professor
UNCG,59,1-Jul-08,Associate Professor,72995,School of Music,Associate Professor
UNCG,33,1-Jul-20,Assistant Professor,62000,School of Art,Assistant Professor
UNCG,50,1-Mar-09,Professor,128676,Chemistry & Biochemistry,Professor
UNCG,34,1-Jun-19,Assistant Professor,80000,Comm Sciences and Disorders,Assistant Professor
UNCG,44,1-Jul-10,Associate Professor,80535,Library & Information Science,Associate Professor
UNCG,28,24-Mar-11,Assistant Professor,53269,University Libraries,Assistant Professor
UNCG,58,1-Aug-11,Professor,82849,Communication Studies,Professor
UNCG,53,1-Aug-12,Associate Professor,74950,Political Science,Associate Professor
UNCG,46,1-Jun-18,Assistant Professor,77000,Biology,Assistant Professor
UNCG,49,1-Jul-08,Professor,76643,School of Music,Professor
UNCG,57,1-Jul-13,Professor,107664,Specialized Education Services,Professor
UNCG,38,1-Jun-20,Assistant Professor,71000,English,Assistant Professor
UNCG,71,1-Aug-00,Professor,227729,Info Sys and Supply Chn Mngmt,Professor
UNCG,37,1-Jun-17,Assistant Professor,74000,English,Assistant Professor
UNCG,31,27-Aug-19,Assistant Professor,130000,Info Sys and Supply Chn Mngmt,Assistant Professor
UNCG,58,1-Aug-97,Professor,84844,Specialized Education Services,Clinical Professor
UNCG,59,1-Jul-12,Professor,86607,School of Dance,Professor
UNCG,36,1-Jun-18,Assistant Professor,73000,Kinesiology,Assistant Professor
UNCG,42,1-Jun-13,Associate Professor,73445,History,Associate Professor
UNCG,55,1-Aug-04,Professor,91258,Biology,Professor
UNCG,42,1-Jul-12,Associate Professor,73699,Teacher Educ and Higher Educ,Associate Professor
UNCG,68,1-Aug-80,Professor,112223,Geography/Environment/Sustain,Professor
UNCG,50,1-Aug-06,Associate Professor,75045,Mathematics and Statistics,Associate Professor
UNCG,35,1-Jul-16,Assistant Professor,72150,Public Health Education,Assistant Professor
UNCG,61,1-Aug-07,Associate Professor,67000,Social Work,Acad Prof Associate Professor
UNCG,58,31-Jul-08,Professor,98517,Public Health Education,Professor
UNCG,44,1-Jun-08,Associate Professor,71672,School of Art,Associate Professor
UNCG,54,1-Jul-16,Assistant Professor,75000,Nutrition,Assistant Professor
UNCG,43,1-Jun-11,Associate Professor,84422,Chemistry & Biochemistry,Associate Professor
UNCG,33,1-Jun-17,Assistant Professor,70200,English,Assistant Professor
UNCG,58,1-Jan-15,Assistant Professor,83880,Adult Health Nursing,Assistant Professor
UNCG,46,1-Aug-17,Assistant Professor,125882,Management,Assistant Professor
UNCG,62,1-Jul-16,Associate Professor,92880,School of Theatre,Associate Professor
UNCG,65,1-Aug-96,Associate Professor,62528,Kinesiology,Acad Prof Associate Professor
UNCG,58,1-Jan-02,Professor,95859,Social Work,Professor
UNCG,28,1-Aug-19,Assistant Professor,75000,Chemistry & Biochemistry,Assistant Professor
UNCG,32,1-Jul-20,Assistant Professor,70000,Library & Information Science,Assistant Professor
UNCG,62,1-Aug-01,Professor,85098,Communication Studies,Professor
UNCG,42,1-Jul-16,Assistant Professor,74000,Social Work,Assistant Professor
UNCG,34,1-Jun-18,Assistant Professor,77000,Geography/Environment/Sustain,Assistant Professor
UNCG,64,1-Aug-94,Associate Professor,86769,Physics and Astronomy,Associate Professor
UNCG,73,1-Aug-92,Professor,52864,Political Science,Professor
UNCG,40,1-Aug-19,Assistant Professor,133000,MRK/ENT/HTM,Assistant Professor
UNCG,35,1-Jun-19,Assistant Professor,72000,English,Assistant Professor
UNCG,44,1-Jul-13,Assistant Professor,76000,Kinesiology,Assistant Professor
UNCG,39,5-Feb-19,Associate Professor,86000,Specialized Education Services,Associate Professor
UNCG,35,1-Jul-18,Assistant Professor,66000,Teacher Educ and Higher Educ,Assistant Professor
UNCG,32,1-Aug-19,Assistant Professor,65000,Languages Lit and Cultures,Assistant Professor
UNCG,48,1-Aug-16,Associate Professor,95243,Dean's Office - NN,Associate Professor
UNCG,37,1-May-20,Assistant Professor,68500,Human Devlp and Family Studies,Acad Prof Assistant Prof/Direc
UNCG,59,1-Aug-94,Professor,83456,School of Music,Professor
UNCG,34,1-Dec-17,Assistant Professor,76500,Biology,Assistant Professor
UNCG,47,1-Jun-03,Associate Professor,80882,Chemistry & Biochemistry,Associate Professor
UNCG,71,1-Jun-04,Professor,142448,Chemistry & Biochemistry,Distinguished/Titled Professor
UNCG,47,4-Jan-16,Assistant Professor,90000,Ed Research Methodology,Clinical Assistant Professor
UNCG,32,15-May-14,Assistant Professor,73025,Kinesiology,Assistant Professor
UNCG,47,1-Jul-19,Assistant Professor,60000,School of Art,Assistant Professor
UNCG,66,1-Aug-02,Associate Professor,86590,Biology,Associate Professor
UNCG,41,1-Dec-10,Associate Professor,93340,Kinesiology,Associate Professor
UNCG,52,1-Sep-00,Associate Professor,71150,Social Work,Acad Prof Associate Professor
UNCG,50,1-Aug-03,Associate Professor,69599,School of Music,Associate Professor
UNCG,56,1-Aug-01,Professor,100218,Mathematics and Statistics,Professor
UNCG,38,1-Aug-19,Assistant Professor,130000,Management,Assistant Professor
UNCG,67,1-Aug-91,Professor,122620,Social Work,Professor
UNCG,46,31-Jul-08,Professor,92648,English,Professor
UNCG,48,1-Jul-17,Assistant Professor,63370,School of Art,Assistant Professor
UNCG,48,1-Aug-15,Assistant Professor,65000,Peace and Conflict Studies,Assistant Professor
UNCG,57,1-Jul-09,Professor,95854,Specialized Education Services,Professor
UNCG,58,19-Aug-99,Associate Professor,116104,MRK/ENT/HTM,Associate Professor
UNCG,32,1-May-19,Assistant Professor,52000,University Libraries,Professional Librarian
UNCG,38,4-Jan-10,Associate Professor,59579,Public Health Education,Acad Prof Associate Professor
UNCG,69,1-Aug-76,Professor,107500,Philosophy,Professor
UNCG,68,1-Aug-08,Associate Professor,74070,Nutrition,Acad Prof Associate Professor
UNCG,58,1-Jul-17,Professor,135968,Nursing,Professor
UNCG,46,1-Jul-12,Professor (Primary) and Department Chair/Head,116102,Kinesiology,Professor
UNCG,47,1-Aug-12,Associate Professor,74185,Mathematics and Statistics,Associate Professor
UNCG,65,1-Jul-16,Professor (Primary) and Department Chair/Head,140501.33,Adult Health Nursing,Professor
UNCG,57,1-Jun-03,Professor,88339,Geography/Environment/Sustain,Professor
UNCG,46,1-Jul-07,Associate Professor,68067,School of Music,Associate Professor
UNCG,62,1-Aug-06,Associate Professor,70098,History,Associate Professor
UNCG,53,1-Jul-07,Professor,75720,School of Music,Professor
UNCG,74,1-Aug-80,Professor,43582,History,Professor
UNCG,68,1-Jul-14,Professor,124317,Specialized Education Services,Professor
UNCG,71,1-Aug-94,Professor,64505,Computer Science,Professor
UNCG,46,1-Jun-06,Associate Professor,71290,Mathematics and Statistics,Associate Professor
UNCG,55,1-Aug-00,Associate Professor,133736,Info Sys and Supply Chn Mngmt,Associate Professor
UNCG,66,1-Aug-89,Professor,101964,School of Music,Professor
UNCG,52,31-Jul-08,Associate Professor,72680,English,Associate Professor
UNCG,32,1-Jan-19,Assistant Professor,73000,Biology,Assistant Professor
UNCG,42,1-Aug-08,Associate Professor,148969,Management,Associate Professor
UNCG,28,1-Jun-20,Assistant Professor,78000,Human Devlp and Family Studies,Assistant Professor
UNCG,36,1-Jul-19,Assistant Professor,60000,School of Art,Assistant Professor
UNCG,30,1-Jul-18,Assistant Professor,93000,Economics,Assistant Professor
UNCG,41,1-Jun-13,Associate Professor,84075,Psychology,Associate Professor
UNCG,40,1-Jul-13,Associate Professor,74284,Teacher Educ and Higher Educ,Associate Professor
UNCG,64,1-Aug-97,Professor (Primary) and Department Chair/Head,147883,Community and Therapeutic Rec,Professor
UNCG,50,1-Aug-98,Professor,95500,Kinesiology,Professor
UNCG,48,1-Aug-20,Professor,87226,Anthropology,Visiting Professor
UNCG,74,28-Feb-01,Professor,143294,Teacher Educ and Higher Educ,Professor
UNCG,55,1-Jun-99,Professor,89786,Human Devlp and Family Studies,Professor/Director
UNCG,62,28-Sep-98,Assistant Professor,205000,Nursing,Clinical Assist. Prof/Director
UNCG,66,1-Aug-81,Professor,111328,Classical Studies,Professor
